Gene.refGene	Mim Number	Phenotypes
PTGFR	600563	
IFI44L	613975	
IFI44	610468	
ADGRL4	616419	
ADGRL2	607018	
PRKACB	176892	
DNASE2B	608057	
CMM4	608035	{Melanoma, cutaneous malignant, 4}, 608035 (2)
KAZA2	611381	{Kala-azar, susceptibility to, 2}, 611381 (2)
UOX	191540	[Urate oxidase deficiency] (1)
GNG5	600874	
CTBS	600873	
LPAR3	605106	
MCOLN2	607399	
MCOLN3	607400	
BCL10	603517	"?Immunodeficiency 37, 616098 (3), Autosomal recessive; Lymphoma, MALT, somatic, 137245 (3); {Lymphoma, follicular, somatic}, 605027 (3); {Male germ cell tumor, somatic},, 273300 (3); {Mesothelioma, somatic}, 156240 (3); {Sezary syndrome, somatic} (3)"
DDAH1	604743	
CYR61	602369	
COL24A1	610025	
CLCA2	604003	
CLCA1	603906	
CLCA4	616857	
CLCA3P	604337	
42248	606254	
HS2ST1	604844	
LMO4	603129	
PKN2	602549	
GTF2B	189963	
KYAT3	610656	
GBP3	600413	
GBP1	600411	
GBP2	600412	
GBP7	612468	
GBP4	612466	
GBP5	611467	
GBP6	612467	
LRRC8B	612888	
LRRC8C	612889	
LRRC8D	612890	
ZNF326	614601	
BARHL2	605212	
ZNF644	614159	Myopia 21, autosomal dominant, 614167 (3), Autosomal dominant
HFM1	615684	Premature ovarian failure 9, 615724 (3), Autosomal recessive
DFNB32	608653	Deafness, autosomal recessive 32, 608653 (2), Autosomal recessive
CDC7	603311	
TGFBR3	600742	
BRDT	602144	
GLMN	601749	Glomuvenous malformations, 138000 (3), Autosomal dominant
RPAP2	611476	
GFI1	600871	"Neutropenia, nonimmune chronic idiopathic, of adults, 607847 (3); Neutropenia, severe congenital 2, autosomal dominant, 613107 (3)"
EVI5	602942	
RPL5	603634	Diamond-Blackfan anemia 6, 612561 (3)
FAM69A	614542	
MTF2	609882	
TMED5	616876	
DR1	601482	
FNBP1L	608848	
BCAR3	604704	
DNTTIP2	611199	
GCLM	601176	{Myocardial infarction, susceptibility to}, 608446 (3)
ABCA4	601691	"Cone-rod dystrophy 3, 604116 (3); Fundus flavimaculatus, 248200 (3), Autosomal recessive; {Macular degeneration, age-related, 2}, 153800 (3), Autosomal dominant; Retinal dystrophy, early-onset severe, 248200 (3), Autosomal recessive; Retinitis pigmentosa 19, 601718 (3); Stargardt disease 1, 248200 (3), Autosomal recessive"
ARHGAP29	610496	
RP32	609913	Retinitis pigmentosa 32, 609913 (2)
STQTL7	609822	{Stature QTL 7}, 609822 (2)
WS2B	600193	Waardenburg syndrome, type 2B, 600193 (2), Autosomal dominant
ABCD3	170995	?Bile acid synthesis defect, congenital, 5, 616278 (3), Autosomal recessive
F3	134390	
CNN3	602374	
ALG14	612866	?Myasthenic syndrome, congenital, 15, without tubular aggregates, 616227 (3)
RWDD3	615875	
PTBP2	608449	
DPYD	612779	"Dihydropyrimidine dehydrogenase deficiency, 274270 (3), Autosomal recessive; 5-fluorouracil toxicity, 274270 (3), Autosomal recessive"
MIR137	614304	
SNX7	614904	
PLPPR4	607813	
PALMD	610182	
FRRS1	611578	
AGL	610860	"Glycogen storage disease IIIa, 232400 (3), Autosomal recessive; Glycogen storage disease IIIb, 232400 (3), Autosomal recessive"
SLC35A3	605632	?Arthrogryposis, mental retardation, and seizures, 615553 (3), Autosomal recessive
SASS6	609321	?Microcephaly 14, primary, autosomal recessive, 616402 (3), Autosomal recessive
DBT	248610	Maple syrup urine disease, type II, 248600 (3), Autosomal recessive
RTCA	611286	
CDC14A	603504	Deafness, autosomal recessive 105, 616958 (3)
GPR88	607468	?Chorea, childhood-onset, with psychomotor retardation, 616939 (3), Autosomal recessive
VCAM1	192225	
EXTL2	602411	
SLC30A7	611149	
DPH5	611075	
S1PR1	601974	
HYPT5, MUHH2	612841	Hypotrichosis 5, 612841 (2)
MRT4	611107	Mental retardation, autosomal recessive, 4, 611107 (2)
OLFM3	607567	
COL11A1	120280	"Fibrochondrogenesis 1, 228520 (3), Autosomal recessive; {Lumbar disc herniation, susceptibility to}, 603932 (3); Marshall syndrome, 154780 (3), Autosomal dominant; Stickler syndrome, type II, 604841 (3), Autosomal dominant"
AMY2B	104660	
AMY2A	104650	
AMY1A	104700	
AMY1B	104701	
AMY1C	104702	
CYMP	118943	
VUR	193000	Vesicoureteral reflux, 193000 (2), Autosomal dominant
PRMT6	608274	
NTNG1	608818	
VAV3	605541	
NBPF4	613994	
NBPF5P	613995	
NBPF6	613996	
HENMT1	612178	
GPSM2	609245	Chudley-McCullough syndrome, 604213 (3), Autosomal recessive
WDR47	615734	
KIAA1324	611298	
SARS	607529	
CELSR2	604265	
PSRC1	613126	
SORT1	602458	[Low density lipoprotein cholesterol level QTL6], 613589 (3), Autosomal dominant
PSMA5	176844	
AMIGO1	615689	
GPR61	606916	
GNAI3	139370	Auriculocondylar syndrome 1, 602483 (3), Autosomal dominant
MIR197	611189	
GNAT2	139340	Achromatopsia-4, 613856 (3)
AMPD2	102771	"Pontocerebellar hypoplasia, type 9, 615809 (3), Autosomal recessive; ?Spastic paraplegia 63, 615686 (3), Autosomal recessive"
GSTM4	138333	
GSTM2	138380	
GSTM1	138350	
GSTM5	138385	
GSTM3	138390	
EPS8L3	614989	
CSF1	120420	
AHCYL1	607826	
ALX3	606014	Frontonasal dysplasia 1, 136760 (3), Autosomal recessive
UBL4B	611127	
SLC6A17	610299	Mental retardation, autosomal recessive 48, 616269 (3), Autosomal recessive
KCNC4	176265	
RBM15	606077	Megakaryoblastic leukemia, acute, 606077 (2)
LAMTOR5	608521	
PROK1	606233	
KCNA10	602420	
KCNA2	176262	Epileptic encephalopathy, early infantile, 32, 616366 (3), Autosomal dominant
KCNA3	176263	
CD53	151525	
LRIF1	615354	
DRAM2	613360	Cone-rod dystrophy 21, 616502 (3), Autosomal recessive
CEPT1	616751	
DENND2D	615111	
CHI3L2	601526	
CHIA	606080	
PIFO	614234	
OVGP1	603578	
WDR77	611734	
ATP5F1	603270	
ADORA3	600445	
RAP1A	179520	
DDX20	606168	
KCND3	605411	"Brugada syndrome 9, 616399 (3), Autosomal dominant; Spinocerebellar ataxia 19, 607346 (3), Autosomal dominant"
CTTNBP2NL	615100	
WNT2B	601968	
CAPZA1	601580	
MOV10	610742	
RHOC	165380	
PPM1J	609957	
SLC16A1	600682	"Erythrocyte lactate transporter defect, 245340 (3), Autosomal dominant; Hyperinsulinemic hypoglycemia, familial, 7, 610021 (3), Autosomal dominant; Monocarboxylate transporter 1 deficiency, 616095 (3), Autosomal recessive, Autosomal dominant"
LRIG2	608869	Urofacial syndrome 2, 615112 (3), Autosomal recessive
MAGI3	615943	
PHTF1	604950	
RSBN1	615858	
PTPN22	600716	"{Diabetes, type 1, susceptibility to}, 222100 (3), Autosomal recessive; {Rheumatoid arthritis, susceptibility to}, 180300 (3); {Systemic lupus erythematosus susceptibility to}, 152700 (3), Autosomal dominant"
AP4B1	607245	Spastic paraplegia 47, autosomal recessive, 614066 (3), Autosomal recessive
DCLRE1B	609683	
OLFML3	610088	
SYT6	607718	
TRIM33	605769	
BCAS2	605783	
AMPD1	102770	Myopathy due to myoadenylate deaminase deficiency, 615511 (3), Autosomal recessive
NRAS	164790	"Colorectal cancer, somatic, 114500 (3); Epidermal nevus, somatic, 162900 (3); Melanocytic nevus syndrome, congenital, somatic, 137550 (3); Neurocutaneous melanosis, somatic, 249400 (3); Noonan syndrome 6, 613224 (3), Autosomal dominant; ?RAS-associated autoimmune lymphoproliferative syndrome type IV, somatic, 614470 (3); Schimmelpenning-Feuerstein-Mims syndrome, somatic mosaic, 163200 (3); Thyroid carcinoma, follicular, somatic, 188470 (3)"
CSDE1	191510	
SIKE1	611656	
SYCP1	602162	
TSHB	188540	Hypothryoidism, congenital, nongoitrous 4, 275100 (3), Autosomal recessive
TSPAN2	613133	
NGF	162030	Neuropathy, hereditary sensory and autonomic, type V, 608654 (3), Autosomal recessive
VANGL1	610132	"Caudal regression syndrome, 600145 (3), Autosomal dominant; {Neural tube defects, susceptibility to}, 182940 (3), Autosomal dominant"
CASQ2	114251	Ventricular tachycardia, catecholaminergic polymorphic, 2, 611938 (3), Autosomal recessive
NHLH2	162361	
SLC22A15	608275	
ATP1A1	182310	
CD58	153420	
IGSF3	603491	?Lacrimal duct defect, 149700 (3), Autosomal recessive
CD2	186990	
PTGFRN	601204	
TTF2	604718	
TRIM45	609318	
VTCN1	608162	
MAN1A2	604345	
FAM46C	613952	
WDR3	604737	
SPAG17	616554	
TBX15	604127	Cousin syndrome, 260660 (3), Autosomal recessive
WARS2	604733	
HAO2	605176	
HSD3B2	613890	Adrenal hyperplasia, congenital, due to 3-beta-hydroxysteroid dehydrogenase 2 deficiency, 201810 (3), Autosomal recessive
HSD3B1	109715	
PHGDH	606879	"Neu-Laxova syndrome 1, 256520 (3), Autosomal recessive; Phosphoglycerate dehydrogenase deficiency, 601815 (3), Autosomal recessive"
HMGCS2	600234	HMG-CoA synthase-2 deficiency, 605911 (3)
REG4	609846	
NBPF7	613997	
ADAM30	604779	
NOTCH2	600275	"Alagille syndrome 2, 610205 (3), Autosomal dominant; Hajdu-Cheney syndrome, 102500 (3), Autosomal dominant"
SEC22B	604029	
MNRI	606190	Meningioma, radiation-induced, 606190 (2)
PFN1P2	608609	
NBPF8	613998	
FCGR1B	601502	
FAM72B	614711	
SRGAP2C	614704	
L1RE2	151628	
CORD8	605549	Cone-rod dystrophy 8, 605549 (2), Autosomal recessive
GNRHR2	612875	
TRNL	189890	
AD13	611152	{Alzheimer disease-13}, 611152 (2)
ASPG3	608781	{Asperger syndrome susceptibility 3}, 608781 (2)
BMND2	605833	[Bone mineral density QTL 2], 605833 (2)
DEL1q21, C1DELq21	612474	Chromosome 1q21.1 deletion syndrome, 612474 (4), Autosomal dominant, Isolated cases
DFNA49	608372	Deafness, autosomal dominant 49, 608372 (2), Autosomal dominant
DFNA7	601412	Deafness, autosomal dominant 7, 601412 (2), Autosomal dominant
DUP1q21, C1DUPq21	612475	Chromosome 1q21.1 duplication syndrome, 612475 (4), Autosomal dominant, Isolated cases
ERVK-7	614013	
NBLST6	613017	{Neuroblastoma, susceptibility to, 6}, 613017 (2)
NBPF17P	612970	
PSORS4	603935	{Psoriasis susceptibility 4}, 603935 (2)
PTCPRN, PRN1	605642	Thyroid carcinoma, papillary, with papillary renal neoplasia, 605642 (2)
RFH1, AORF	161900	Nephropathy-hypertension, 161900 (2), Autosomal dominant
SLEB14	613145	{Systemic lupus erythematosus, susceptibility to, 14}, 613145 (2)
SPRR2C	182269	
UAQTL6	614747	[Uric acid concentration, serum, QTL6], 614747 (2)
FCGR1CP	601503	
FAM72C	616853	
SRGAP2D	614705	
PPIAL4E	608608	
NBPF15	610414	
NBPF15	614005	
SRGAP2B	614703	
FAM72D	614712	
TRN-GTT2-1	189880	
NBPF20	614007	
GPR89A	612821	
PDZK1	603831	
CD160	604463	
PIAS3	605987	
ITGA10	604042	
PEX11B	603867	Peroxisome biogenesis disorder 14B, 614920 (3)
RBM8A	605313	Thrombocytopenia-absent radius syndrome, 274000 (3), Autosomal recessive
TXNIP	606599	
HFE2	608374	Hemochromatosis, type 2A, 602390 (3)
NBPF10	614000	
HYDIN2	610813	
NBPF12	608607	
PRKAB2	602741	
CHD1L	613039	
FMO5	603957	
BCL9	602597	
ACP6	611471	
GJA5	121013	"Atrial fibrillation, familial, 11, 614049 (3), Autosomal dominant; Atrial standstill, digenic (GJA5/SCN5A), 108770 (3), Autosomal dominant"
GJA8	600897	Cataract 1, multiple types, 116200 (3), Autosomal dominant
GPR89B	612806	
NBPF11	614001	
NBPF14	614003	
PDE4DIP	608117	
NBPF9	613999	
NBPF19	614006	
FCGR1A	146760	[IgG receptor I, phagocytic, familial deficiency of] (3)
HIST2H4A	142750	
HIST2H3C	142780	
HIST2H2AA3	142720	
HIST2H2BE	601831	
HIST2H2AC	602797	
HIST2H2AB	615014	
BOLA1	613181	
SV2A	185860	
SF3B4	605593	Acrofacial dysostosis 1, Nager type, 154400 (3), Autosomal dominant
OTUD7B	611748	
VPS45	610035	Neutropenia, severe congenital, 5, autosomal recessive, 615285 (3), Autosomal recessive
PLEKHO1	608335	
ANP32E	609611	
CA14	604832	
APH1A	607629	
CIART	615782	
MRPS21	611984	
PRPF3	607301	Retinitis pigmentosa 18, 601414 (3), Autosomal dominant
RPRD2	614695	
TARS2	612805	?Combined oxidative phosphorylation deficiency 21, 615918 (3), Autosomal recessive
ECM1	602201	Urbach-Wiethe disease, 247100 (3), Autosomal recessive
FALEC	616092	
ADAMTSL4	610113	"Ectopia lentis et pupillae, 225200 (3), Autosomal recessive; Ectopia lentis, isolated, autosomal recessive, 225100 (3), Autosomal recessive"
MCL1	159552	
HRM2	139450	Hair, curly, 139450 (2), Autosomal dominant
ENSA	603061	
GOLPH3L	612208	
HORMAD1	609824	
CTSS	116845	
CTSK	601105	Pycnodysostosis, 265800 (3), Autosomal recessive
ARNT	126110	
SETDB1	604396	
CERS2	606920	
ANXA9	603319	
BNIPL	611275	
MLLT11	604684	
SEMA6C	609294	
TNFAIP8L2	612112	
SCNM1	608095	
TMOD4	605834	
VPS72	600607	
PIP5K1A	603275	
PSMD4	601648	
ZNF687	610568	Paget disease of bone 6, 616833 (3), Autosomal dominant
PI4KB	602758	
RFX5	601863	"Bare lymphocyte syndrome, type II, complementation group C, 209920 (3), Autosomal recessive; Bare lymphocyte syndrome, type II, complementation group E, 209920 (3), Autosomal recessive"
SELENBP1	604188	
PSMB4	602177	
POGZ	614787	White-Sutton syndrome, 616364 (3), Autosomal dominant
TUFT1	600087	
SNX27	611541	
CELF3	612678	
MRPL9	611824	
OAZ3	605138	
LINGO4	609794	
RORC	602943	Immunodeficiency 42, 616622 (3), Autosomal recessive
THEM5	615653	
THEM4	606388	
S100A10	114085	
S100A11	603114	
TCHH	190370	
RPTN	613259	
HRNR	616293	
FLG	135940	"{Dermatitis, atopic, susceptibility to, 2}, 605803 (3); Ichthyosis vulgaris, 146700 (3), Autosomal dominant"
FLG2	616284	
LCE5A	612619	
LCE3E	612617	
LCE3D	612616	
LCE3C	612615	
LCE3B	612614	
LCE3A	612613	
LCE2D	612612	
LCE2C	612611	
LCE2B	612610	
LCE2A	612609	
LCE4A	612618	
KPRP	613260	
LCE1F	612608	
LCE1E	612607	
LCE1D	612606	
LCE1C	612605	
LCE1B	612604	
LCE1A	612603	
SMCP	601148	
IVL	147360	
SPRR4	616363	
SPRR1A	182265	
SPRR3	182271	
SPRR1B	182266	
SPRR2A	182267	
SPRR2B	182268	
LELP1	611042	
LOR	152445	Vohwinkel syndrome with ichthyosis, 604117 (3), Autosomal dominant
PGLYRP3	608197	
PGLYRP4	608198	
S100A9	123886	
S100A12	603112	
S100A8	123885	
S100A7	600353	
S100A6	114110	
S100A5	176991	
S100A4	114210	
S100A3	176992	
S100A2	176993	
S100A14	607986	
S100A13	601989	
S100A1	176940	
CHTOP	614206	
SNAPIN	607007	
NPR1	108960	
INTS3	611347	
SLC27A3	604193	
GATAD2B	614998	Mental retardation, autosomal dominant 18, 615074 (3)
CRTC2	608972	
SLC39A1	604740	
CREB3L4	607138	
JTB	604671	
RAB13	602672	
RPS27	603702	
TPM3	191030	"CAP myopathy 1, 609284 (3), Autosomal recessive, Autosomal dominant; Myopathy, congenital, with fiber-type disproportion, 255310 (3), Autosomal recessive, Autosomal dominant; Nemaline myopathy 1, autosomal dominant or recessive, 609284 (3), Autosomal recessive, Autosomal dominant"
UBAP2L	616472	
HAX1	605998	Neutropenia, severe congenital 3, autosomal recessive, 610738 (3), Autosomal recessive
ATP8B2	605867	
IL6R	147880	"[Interleukin 6, serum level of, QTL], 614752 (3); [Interleukin-6 receptor, soluble, serum level of, QTL], 614689 (3)"
SHE	610482	
CHRNB2	118507	Epilepsy, nocturnal frontal lobe, 3, 605375 (3)
ADAR	146920	"Aicardi-Goutieres syndrome 6, 615010 (3), Autosomal recessive; Dyschromatosis symmetrica hereditaria, 127400 (3), Autosomal dominant"
KCNN3	602983	
PMVK	607622	Porokeratosis 1, multiple types, 175800 (3), Autosomal dominant
PYGO2	606903	
SHC1	600560	
CKS1B	116900	
FLAD1	610595	
LENEP	607377	
ZBTB7B	607646	
ADAM15	605548	
EFNA4	601380	
EFNA3	601381	
EFNA1	191164	
SLC50A1	613683	
DPM3	605951	Congenital disorder of glycosylation, type Io, 612937 (3)
TRIM46	600986	
MUC1	158340	Medullary cystic kidney disease 1, 174000 (3), Autosomal dominant
THBS3	188062	
MTX1	600605	
GBA	606463	"Gaucher disease, perinatal lethal, 608013 (3), Autosomal recessive; Gaucher disease, type I, 230800 (3), Autosomal recessive; Gaucher disease, type II, 230900 (3), Autosomal recessive; Gaucher disease, type III, 231000 (3), Autosomal recessive; Gaucher disease, type IIIC, 231005 (3), Autosomal recessive; {Lewy body dementia, susceptibility to}, 127750 (3), Autosomal dominant; {Parkinson disease, late-onset, susceptibility to}, 168600 (3), Isolated cases, Multifactorial"
SCAMP3	606913	
CLK2	602989	
HCN3	609973	
PKLR	609712	"Adenosine triphosphate, elevated, of erythrocytes, 102900 (3), Autosomal dominant; Pyruvate kinase deficiency, 266200 (3), Autosomal recessive"
FDPS	134629	Porokeratosis 9, multiple types, 616631 (3)
ASH1L	607999	
YY1AP1	607860	
DAP3	602074	
GON4L	610393	
RIT1	609591	Noonan syndrome 8, 615355 (3), Autosomal dominant
ARHGEF2	607560	
SSR2	600867	
UBQLN4	605440	
LAMTOR2	610389	Immunodeficiency due to defect in MAPBP-interacting protein, 610798 (3), Autosomal recessive
RAB25	612942	
MEX3A	611007	
LMNA	150330	"Cardiomyopathy, dilated, 1A, 115200 (3), Autosomal dominant; Charcot-Marie-Tooth disease, type 2B1, 605588 (3), Autosomal recessive; Emery-Dreifuss muscular dystrophy 2, AD, 181350 (3), Autosomal dominant; Emery-Dreifuss muscular dystrophy 3, AR, 616516 (3), Autosomal recessive; Heart-hand syndrome, Slovenian type, 610140 (3), Autosomal dominant; Hutchinson-Gilford progeria, 176670 (3), Autosomal recessive, Autosomal dominant; Lipodystrophy, familial partial, type 2, 151660 (3), Autosomal dominant; Malouf syndrome, 212112 (3), Autosomal dominant; Mandibuloacral dysplasia, 248370 (3), Autosomal recessive; Muscular dystrophy, congenital, 613205 (3), Autosomal dominant; Muscular dystrophy, limb-girdle, type 1B, 159001 (3), Autosomal dominant; Restrictive dermopathy, lethal, 275210 (3), Autosomal recessive"
SEMA4A	607292	"Cone-rod dystrophy 10, 610283 (3), Autosomal recessive; Retinitis pigmentosa 35, 610282 (3), Autosomal recessive, Autosomal dominant"
SLC25A44	610824	
PMF1	609176	
BGLAP	112260	
PAQR6	614579	
SMG5	610962	
TMEM79	615531	
CCT3	600114	
RHBG	607079	
MIR9-1	611186	
MEF2D	600663	
BDET	605913	Bleeding disorder, east Texas type, 605913 (2)
D1S61, D1S111, MS336	157560	
LFS3	609266	Li-Fraumeni syndrome 3, 609266 (2)
NES	600915	
CRABP2	180231	
ISG20L2	611930	
MRPL24	611836	
HDGF	600339	
PRCC	179755	Renal cell carcinoma, papillary, 605074 (3)
SH2D2A	604514	
NTRK1	191315	"Insensitivity to pain, congenital, with anhidrosis, 256800 (3), Autosomal recessive; Medullary thyroid carcinoma, familial, 155240 (3), Autosomal dominant"
INSRR	147671	
PEAR1	610278	
ETV3	164873	
FCRL5	605877	
FCRL4	605876	
FCRL3	606510	
FCRL2	606509	
FCRL1	606508	
CD5L	602592	
KIRREL	607428	
CD1D	188410	
CD1A	188370	
CD1B	188360	
CD1C	188340	
CD1E	188411	
SPTA1	182860	"Elliptocytosis-2, 130600 (3), Autosomal dominant; Pyropoikilocytosis, 266140 (3), Autosomal recessive; Spherocytosis, type 3, 270970 (3), Autosomal recessive"
MNDA	159553	
PYHIN1	612677	
IFI16	147586	
AIM2	604578	
CADM3	609743	
ACKR1	613665	"[Blood group, Duffy system], 110700 (3), Autosomal dominant; {Malaria, vivax, protection against}, 611162 (3); [White blood cell count QTL], 611862 (3)"
FCER1A	147140	
APCS	104770	{?Amyloidosis, secondary, susceptibility to} (1)
CRP	123260	
SLAMF8	606620	
CFAP45	605152	
TAGLN2	604634	
IGSF9	609738	
PIGM	610273	Glycosylphosphatidylinositol deficiency, 610293 (3), Autosomal recessive
KCNJ10	602208	"Enlarged vestibular aqueduct, digenic, 600791 (3), Autosomal recessive; SESAME syndrome, 612780 (3), Autosomal recessive"
KCNJ9	600932	
IGSF8	606644	
ATP1A2	182340	"Alternating hemiplegia of childhood, 104290 (3), Autosomal dominant; Migraine, familial basilar, 602481 (3), Autosomal dominant; Migraine, familial hemiplegic, 2, 602481 (3), Autosomal dominant"
ATP1A4	607321	
CASQ1	114250	Myopathy, vacuolar, with CASQ1 aggregates, 616231 (3), Autosomal dominant
PEA15	603434	
DCAF8	615820	?Giant axonal neuropathy 2, autosomal dominant, 610100 (3), Autosomal dominant
PEX19	600279	Peroxisome biogenesis disorder 12A (Zellweger), 614886 (3)
COPA	601924	{Autoimmune interstitial lung, joint, and kidney disease}, 616414 (3), Autosomal dominant
NCSTN	605254	Acne inversa, familial, 1, 142690 (3), Autosomal dominant
NHLH1	162360	
VANGL2	600533	Neural tube defects, 182940 (3), Autosomal dominant
SLAMF6	606446	
QTV	610141	[QT interval, variation in], 610141 (2)
SLAMF1	603492	
CD48	109530	
SLAMF7	606625	
LY9	600684	
CD244	605554	{Rheumatoid arthritis, susceptibility to}, 180300 (3)
ITLN1	609873	
ITLN2	609874	
F11R	605721	
TSTD1	616041	
USF1	191523	{Hyperlipidemia, familial combined, susceptibility to}, 602491 (3)
ARHGAP30	614264	
NECTIN4	609607	Ectodermal dysplasia-syndactyly syndrome 1, 613573 (3)
PFDN2	613466	
NIT1	604618	
DEDD	606841	
UFC1	610554	
USP21	604729	
PPOX	600923	Porphyria variegata, 176200 (3), Autosomal dominant
B4GALT3	604014	
ADAMTS4	603876	
NDUFS2	602985	Mitochondrial complex I deficiency, 252010 (3), Autosomal recessive, X-linked dominant, Mitochondrial
FCER1G	147139	
APOA2	107670	"Apolipoprotein A-II deficiency (3); {Hypercholesterolemia, familial, modifier of}, 143890 (3), Autosomal dominant"
NR1I3	603881	
MPZ	159440	"Charcot-Marie-Tooth disease, dominant intermediate D, 607791 (3), Autosomal dominant; Charcot-Marie-Tooth disease, type 1B, 118200 (3), Autosomal dominant; Charcot-Marie-Tooth disease, type 2I, 607677 (3), Autosomal dominant; Charcot-Marie-Tooth disease, type 2J, 607736 (3), Autosomal dominant; Dejerine-Sottas disease, 145900 (3), Autosomal recessive, Autosomal dominant; Neuropathy, congenital hypomyelinating, 605253 (3), Autosomal recessive, Autosomal dominant; Roussy-Levy syndrome, 180800 (3), Autosomal dominant"
SDHC	602413	"Gastrointestinal stromal tumor, 606764 (3), Autosomal dominant, Isolated cases; Paraganglioma and gastric stromal sarcoma, 606864 (3); Paragangliomas 3, 605373 (3), Autosomal dominant"
